result_set,project,bug_id,result_file,metric,first_fault_expected_rank,total_methods,first_fault_exam,top_1,top_3,top_5
eval_lambd_1.0,Csv,11,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_11_1.0.csv,ochiai_gc,38.0,98,0.3877551020408163,False,False,False
eval_lambd_1.0,Csv,14,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_14_1.0.csv,ochiai_gc,29.0,118,0.2457627118644068,False,False,False
eval_lambd_1.0,Csv,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_15_1.0.csv,ochiai_gc,35.0,123,0.2845528455284553,False,False,False
eval_lambd_1.0,Gson,3,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_3_1.0.csv,ochiai_gc,1.0,328,0.003048780487804878,True,True,True
eval_lambd_1.0,Gson,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_5_1.0.csv,ochiai_gc,6.0,21,0.2857142857142857,False,False,False
eval_lambd_1.0,Gson,6,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_6_1.0.csv,ochiai_gc,1.0,95,0.010526315789473684,True,True,True
eval_lambd_1.0,Gson,10,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_10_1.0.csv,ochiai_gc,79.0,174,0.4540229885057471,False,False,False
eval_lambd_1.0,Gson,11,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_11_1.0.csv,ochiai_gc,3.0,257,0.011673151750972763,False,True,True
eval_lambd_1.0,Gson,12,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_12_1.0.csv,ochiai_gc,2.5,31,0.08064516129032258,False,True,True
eval_lambd_1.0,Gson,13,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_13_1.0.csv,ochiai_gc,5.0,35,0.14285714285714285,False,False,True
eval_lambd_1.0,Gson,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_15_1.0.csv,ochiai_gc,1.0,23,0.043478260869565216,True,True,True
eval_lambd_1.0,Gson,16,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_16_1.0.csv,ochiai_gc,74.0,125,0.592,False,False,False
eval_lambd_1.0,Gson,17,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_17_1.0.csv,ochiai_gc,11.0,35,0.3142857142857143,False,False,False
eval_lambd_1.0,Gson,18,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_18_1.0.csv,ochiai_gc,117.0,267,0.43820224719101125,False,False,False
eval_lambd_1.0,JacksonCore,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_5_1.0.csv,ochiai_gc,2.5,9,0.2777777777777778,False,True,True
eval_lambd_1.0,JacksonCore,6,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_6_1.0.csv,ochiai_gc,4.0,9,0.4444444444444444,False,False,True
eval_lambd_1.0,JacksonCore,7,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_7_1.0.csv,ochiai_gc,22.0,98,0.22448979591836735,False,False,False
eval_lambd_1.0,JacksonCore,11,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_11_1.0.csv,ochiai_gc,54.0,160,0.3375,False,False,False
eval_lambd_1.0,JacksonCore,14,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_14_1.0.csv,ochiai_gc,1.0,11,0.09090909090909091,True,True,True
eval_lambd_1.0,JacksonCore,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_15_1.0.csv,ochiai_gc,159.0,181,0.8784530386740331,False,False,False
eval_lambd_1.0,JacksonCore,20,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_20_1.0.csv,ochiai_gc,1.0,246,0.0040650406504065045,True,True,True
eval_lambd_1.0,JacksonCore,21,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_21_1.0.csv,ochiai_gc,122.5,181,0.6767955801104972,False,False,False
eval_lambd_1.0,JacksonCore,23,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_23_1.0.csv,ochiai_gc,53.0,160,0.33125,False,False,False
eval_lambd_1.0,JacksonCore,25,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_25_1.0.csv,ochiai_gc,72.5,242,0.29958677685950413,False,False,False
eval_lambd_1.0,JacksonDatabind,1,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_1_1.0.csv,ochiai_gc,585.0,652,0.897239263803681,False,False,False
eval_lambd_1.0,JacksonDatabind,2,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_2_1.0.csv,ochiai_gc,742.5,926,0.8018358531317494,False,False,False
eval_lambd_1.0,JacksonDatabind,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_5_1.0.csv,ochiai_gc,328.0,346,0.9479768786127167,False,False,False
eval_lambd_1.0,JacksonDatabind,6,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_6_1.0.csv,ochiai_gc,390.0,604,0.6456953642384106,False,False,False
eval_lambd_1.0,JacksonDatabind,7,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_7_1.0.csv,ochiai_gc,470.5,511,0.9207436399217221,False,False,False
eval_lambd_1.0,JacksonDatabind,9,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_9_1.0.csv,ochiai_gc,620.0,705,0.8794326241134752,False,False,False
eval_lambd_1.0,JacksonDatabind,11,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_11_1.0.csv,ochiai_gc,353.0,615,0.5739837398373984,False,False,False
eval_lambd_1.0,JacksonDatabind,16,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_16_1.0.csv,ochiai_gc,323.0,487,0.6632443531827515,False,False,False
eval_lambd_1.0,JacksonDatabind,17,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_17_1.0.csv,ochiai_gc,211.0,365,0.5780821917808219,False,False,False
eval_lambd_1.0,JacksonDatabind,19,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_19_1.0.csv,ochiai_gc,180.0,848,0.21226415094339623,False,False,False
eval_lambd_1.0,JacksonDatabind,24,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_24_1.0.csv,ochiai_gc,741.0,881,0.8410896708286039,False,False,False
eval_lambd_1.0,JacksonDatabind,28,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_28_1.0.csv,ochiai_gc,465.0,771,0.603112840466926,False,False,False
eval_lambd_1.0,JacksonXml,1,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonXml_1_1.0.csv,ochiai_gc,28.0,84,0.3333333333333333,False,False,False
eval_lambd_1.0,JacksonXml,3,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonXml_3_1.0.csv,ochiai_gc,21.0,26,0.8076923076923077,False,False,False
eval_lambd_1.0,JacksonXml,4,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonXml_4_1.0.csv,ochiai_gc,67.0,78,0.8589743589743589,False,False,False
eval_lambd_1.0,JacksonXml,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonXml_5_1.0.csv,ochiai_gc,80.0,91,0.8791208791208791,False,False,False
eval_lambd_1.0,Jsoup,1,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_1_1.0.csv,ochiai_gc,28.0,163,0.17177914110429449,False,False,False
eval_lambd_1.0,Jsoup,2,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_2_1.0.csv,ochiai_gc,116.0,163,0.7116564417177914,False,False,False
eval_lambd_1.0,Jsoup,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_5_1.0.csv,ochiai_gc,77.0,223,0.3452914798206278,False,False,False
eval_lambd_1.0,Jsoup,10,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_10_1.0.csv,ochiai_gc,104.5,185,0.5648648648648649,False,False,False
eval_lambd_1.0,Jsoup,13,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_13_1.0.csv,ochiai_gc,462.5,463,0.9989200863930886,False,False,False
eval_lambd_1.0,Jsoup,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_15_1.0.csv,ochiai_gc,299.5,536,0.558768656716418,False,False,False
eval_lambd_1.0,Jsoup,20,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_20_1.0.csv,ochiai_gc,25.0,253,0.09881422924901186,False,False,False
eval_lambd_1.0,Jsoup,24,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_24_1.0.csv,ochiai_gc,149.0,574,0.259581881533101,False,False,False
eval_lambd_1.0,Jsoup,26,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_26_1.0.csv,ochiai_gc,150.0,422,0.35545023696682465,False,False,False
eval_lambd_1.0,Jsoup,29,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_29_1.0.csv,ochiai_gc,19.0,403,0.04714640198511166,False,False,False
eval_lambd_1.0,Jsoup,32,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_32_1.0.csv,ochiai_gc,13.0,538,0.024163568773234202,False,False,False
eval_lambd_1.0,Jsoup,33,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_33_1.0.csv,ochiai_gc,187.0,598,0.31270903010033446,False,False,False
eval_lambd_1.0,Jsoup,34,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_34_1.0.csv,ochiai_gc,3.0,598,0.005016722408026756,False,True,True
eval_lambd_1.0,Jsoup,35,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_35_1.0.csv,ochiai_gc,196.0,599,0.327212020033389,False,False,False
eval_lambd_1.0,Jsoup,37,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_37_1.0.csv,ochiai_gc,13.5,561,0.02406417112299465,False,False,False
eval_lambd_1.0,Jsoup,38,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_38_1.0.csv,ochiai_gc,149.0,617,0.24149108589951376,False,False,False
eval_lambd_1.0,Jsoup,39,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_39_1.0.csv,ochiai_gc,79.0,327,0.2415902140672783,False,False,False
eval_lambd_1.0,Jsoup,40,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_40_1.0.csv,ochiai_gc,1.0,623,0.0016051364365971107,True,True,True
eval_lambd_1.0,Jsoup,41,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_41_1.0.csv,ochiai_gc,16.0,597,0.02680067001675042,False,False,False
eval_lambd_1.0,Jsoup,42,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_42_1.0.csv,ochiai_gc,2.0,409,0.004889975550122249,False,True,True
eval_lambd_1.0,Jsoup,43,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_43_1.0.csv,ochiai_gc,18.0,609,0.029556650246305417,False,False,False
eval_lambd_1.0,Jsoup,44,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_44_1.0.csv,ochiai_gc,192.0,648,0.2962962962962963,False,False,False
eval_lambd_1.0,Jsoup,45,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_45_1.0.csv,ochiai_gc,49.0,652,0.07515337423312883,False,False,False
eval_lambd_1.0,Jsoup,46,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_46_1.0.csv,ochiai_gc,184.0,613,0.300163132137031,False,False,False
eval_lambd_1.0,Jsoup,47,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_47_1.0.csv,ochiai_gc,195.0,360,0.5416666666666666,False,False,False
eval_lambd_1.0,Jsoup,48,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_48_1.0.csv,ochiai_gc,1.0,80,0.0125,True,True,True
eval_lambd_1.0,Jsoup,49,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_49_1.0.csv,ochiai_gc,47.0,621,0.07568438003220612,False,False,False
eval_lambd_1.0,Jsoup,50,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_50_1.0.csv,ochiai_gc,95.0,408,0.23284313725490197,False,False,False
eval_lambd_1.0,Jsoup,51,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_51_1.0.csv,ochiai_gc,144.0,664,0.21686746987951808,False,False,False
eval_lambd_1.0,Jsoup,53,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_53_1.0.csv,ochiai_gc,145.0,494,0.2935222672064777,False,False,False
eval_lambd_1.0,Jsoup,54,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_54_1.0.csv,ochiai_gc,1.0,469,0.0021321961620469083,True,True,True
eval_lambd_1.0,Jsoup,55,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_55_1.0.csv,ochiai_gc,88.0,373,0.2359249329758713,False,False,False
eval_lambd_1.0,Jsoup,57,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_57_1.0.csv,ochiai_gc,1.5,637,0.002354788069073783,False,True,True
eval_lambd_1.0,Jsoup,61,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_61_1.0.csv,ochiai_gc,1.0,557,0.0017953321364452424,True,True,True
eval_lambd_1.0,Jsoup,62,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_62_1.0.csv,ochiai_gc,137.0,697,0.19655667144906744,False,False,False
eval_lambd_1.0,Jsoup,64,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_64_1.0.csv,ochiai_gc,4.0,743,0.005383580080753701,False,False,True
eval_lambd_1.0,Jsoup,67,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_67_1.0.csv,ochiai_gc,147.0,768,0.19140625,False,False,False
eval_lambd_1.0,Jsoup,68,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_68_1.0.csv,ochiai_gc,107.0,751,0.14247669773635152,False,False,False
eval_lambd_1.0,Jsoup,70,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_70_1.0.csv,ochiai_gc,85.0,747,0.11378848728246319,False,False,False
eval_lambd_1.0,Jsoup,72,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_72_1.0.csv,ochiai_gc,57.0,747,0.07630522088353414,False,False,False
eval_lambd_1.0,Jsoup,75,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_75_1.0.csv,ochiai_gc,69.0,757,0.09114927344782034,False,False,False
eval_lambd_1.0,Jsoup,76,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_76_1.0.csv,ochiai_gc,196.0,771,0.25421530479896237,False,False,False
eval_lambd_1.0,Jsoup,77,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_77_1.0.csv,ochiai_gc,1.0,539,0.0018552875695732839,True,True,True
eval_lambd_1.0,Jsoup,78,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_78_1.0.csv,ochiai_gc,150.0,575,0.2608695652173913,False,False,False
eval_lambd_1.0,Jsoup,79,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_79_1.0.csv,ochiai_gc,1.0,402,0.0024875621890547263,True,True,True
eval_lambd_1.0,Jsoup,80,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_80_1.0.csv,ochiai_gc,1.0,540,0.001851851851851852,True,True,True
eval_lambd_1.0,Jsoup,81,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_81_1.0.csv,ochiai_gc,293.0,493,0.5943204868154158,False,False,False
eval_lambd_1.0,Jsoup,82,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_82_1.0.csv,ochiai_gc,122.0,792,0.15404040404040403,False,False,False
eval_lambd_1.0,Jsoup,84,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_84_1.0.csv,ochiai_gc,83.0,511,0.162426614481409,False,False,False
eval_lambd_1.0,Jsoup,85,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_85_1.0.csv,ochiai_gc,2.0,61,0.03278688524590164,False,True,True
eval_lambd_1.0,Jsoup,86,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_86_1.0.csv,ochiai_gc,3.0,558,0.005376344086021506,False,True,True
eval_lambd_1.0,Jsoup,90,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_90_1.0.csv,ochiai_gc,3.5,112,0.03125,False,False,True
eval_lambd_1.0,Jsoup,93,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_93_1.0.csv,ochiai_gc,219.0,499,0.43887775551102204,False,False,False
eval_lambd_1.0,JxPath,8,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JxPath_8_1.0.csv,ochiai_gc,205.0,275,0.7454545454545455,False,False,False
eval_lambd_1.0,JxPath,10,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JxPath_10_1.0.csv,ochiai_gc,112.5,447,0.2516778523489933,False,False,False
eval_lambd_1.0,JxPath,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JxPath_15_1.0.csv,ochiai_gc,335.0,714,0.469187675070028,False,False,False
eval_lambd_1.0,JxPath,18,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JxPath_18_1.0.csv,ochiai_gc,132.0,714,0.18487394957983194,False,False,False
eval_lambd_1.0,Lang,40,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_40_1.0.csv,ochiai_gc,1.0,19,0.05263157894736842,True,True,True
eval_lambd_1.0,Lang,42,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_42_1.0.csv,ochiai_gc,23.0,54,0.42592592592592593,False,False,False
eval_lambd_1.0,Lang,43,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_43_1.0.csv,ochiai_gc,1.0,26,0.038461538461538464,True,True,True
eval_lambd_1.0,Lang,44,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_44_1.0.csv,ochiai_gc,2.0,20,0.1,False,True,True
eval_lambd_1.0,Lang,45,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_45_1.0.csv,ochiai_gc,1.0,21,0.047619047619047616,True,True,True
eval_lambd_1.0,Lang,49,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_49_1.0.csv,ochiai_gc,1.0,28,0.03571428571428571,True,True,True
eval_lambd_1.0,Lang,52,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_52_1.0.csv,ochiai_gc,19.0,48,0.3958333333333333,False,False,False
eval_lambd_1.0,Lang,53,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_53_1.0.csv,ochiai_gc,9.0,29,0.3103448275862069,False,False,False
eval_lambd_1.0,Lang,58,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_58_1.0.csv,ochiai_gc,2.0,33,0.06060606060606061,False,True,True
eval_lambd_1.0,Lang,59,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_59_1.0.csv,ochiai_gc,1.0,50,0.02,True,True,True
eval_lambd_1.0,Lang,61,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_61_1.0.csv,ochiai_gc,4.0,112,0.03571428571428571,False,False,True
eval_lambd_1.0,Lang,62,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_62_1.0.csv,ochiai_gc,1.0,31,0.03225806451612903,True,True,True
eval_lambd_1.0,Lang,63,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_63_1.0.csv,ochiai_gc,2.0,56,0.03571428571428571,False,True,True
eval_lambd_1.0,Lang,65,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Lang_65_1.0.csv,ochiai_gc,9.0,29,0.3103448275862069,False,False,False
eval_lambd_1.0,Math,38,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Math_38_1.0.csv,ochiai_gc,44.0,79,0.5569620253164557,False,False,False
