result_set,project,bug_id,result_file,metric,first_fault_expected_rank,total_methods,first_fault_exam,top_1,top_3,top_5
eval_lambd_1.0,Collections,14,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Collections_14_1.0.csv,dstar_gc,10.0,103,0.0970873786407767,False,False,False
eval_lambd_1.0,Collections,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Collections_15_1.0.csv,dstar_gc,12.0,53,0.22641509433962265,False,False,False
eval_lambd_1.0,Collections,17,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Collections_17_1.0.csv,dstar_gc,1.0,6,0.16666666666666666,True,True,True
eval_lambd_1.0,Collections,19,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Collections_19_1.0.csv,dstar_gc,14.0,62,0.22580645161290322,False,False,False
eval_lambd_1.0,Collections,20,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Collections_20_1.0.csv,dstar_gc,6.0,58,0.10344827586206896,False,False,False
eval_lambd_1.0,Compress,10,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_10_1.0.csv,dstar_gc,90.0,235,0.3829787234042553,False,False,False
eval_lambd_1.0,Compress,11,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_11_1.0.csv,dstar_gc,32.0,37,0.8648648648648649,False,False,False
eval_lambd_1.0,Compress,12,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_12_1.0.csv,dstar_gc,20.0,67,0.29850746268656714,False,False,False
eval_lambd_1.0,Compress,13,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_13_1.0.csv,dstar_gc,61.0,164,0.3719512195121951,False,False,False
eval_lambd_1.0,Compress,14,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_14_1.0.csv,dstar_gc,21.0,26,0.8076923076923077,False,False,False
eval_lambd_1.0,Compress,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_15_1.0.csv,dstar_gc,1.0,79,0.012658227848101266,True,True,True
eval_lambd_1.0,Compress,16,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_16_1.0.csv,dstar_gc,49.0,50,0.98,False,False,False
eval_lambd_1.0,Compress,17,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_17_1.0.csv,dstar_gc,12.0,51,0.23529411764705882,False,False,False
eval_lambd_1.0,Compress,18,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_18_1.0.csv,dstar_gc,41.0,110,0.37272727272727274,False,False,False
eval_lambd_1.0,Compress,19,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_19_1.0.csv,dstar_gc,1.0,210,0.004761904761904762,True,True,True
eval_lambd_1.0,Compress,21,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_21_1.0.csv,dstar_gc,63.0,126,0.5,False,False,False
eval_lambd_1.0,Compress,23,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_23_1.0.csv,dstar_gc,1.0,71,0.014084507042253521,True,True,True
eval_lambd_1.0,Compress,24,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_24_1.0.csv,dstar_gc,2.0,25,0.08,False,True,True
eval_lambd_1.0,Compress,25,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_25_1.0.csv,dstar_gc,48.0,206,0.23300970873786409,False,False,False
eval_lambd_1.0,Compress,27,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_27_1.0.csv,dstar_gc,2.0,25,0.08,False,True,True
eval_lambd_1.0,Compress,28,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_28_1.0.csv,dstar_gc,36.0,105,0.34285714285714286,False,False,False
eval_lambd_1.0,Compress,30,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_30_1.0.csv,dstar_gc,63.0,66,0.9545454545454546,False,False,False
eval_lambd_1.0,Compress,31,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_31_1.0.csv,dstar_gc,2.0,25,0.08,False,True,True
eval_lambd_1.0,Compress,32,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_32_1.0.csv,dstar_gc,11.0,116,0.09482758620689655,False,False,False
eval_lambd_1.0,Compress,34,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_34_1.0.csv,dstar_gc,5.0,110,0.045454545454545456,False,False,True
eval_lambd_1.0,Compress,36,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_36_1.0.csv,dstar_gc,44.0,195,0.22564102564102564,False,False,False
eval_lambd_1.0,Compress,37,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_37_1.0.csv,dstar_gc,27.0,120,0.225,False,False,False
eval_lambd_1.0,Compress,38,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_38_1.0.csv,dstar_gc,45.0,122,0.36885245901639346,False,False,False
eval_lambd_1.0,Compress,41,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_41_1.0.csv,dstar_gc,127.0,271,0.46863468634686345,False,False,False
eval_lambd_1.0,Compress,42,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_42_1.0.csv,dstar_gc,68.0,178,0.38202247191011235,False,False,False
eval_lambd_1.0,Compress,45,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_45_1.0.csv,dstar_gc,2.5,26,0.09615384615384616,False,True,True
eval_lambd_1.0,Compress,46,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Compress_46_1.0.csv,dstar_gc,3.0,233,0.012875536480686695,False,True,True
eval_lambd_1.0,Csv,3,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_3_1.0.csv,dstar_gc,1.0,85,0.011764705882352941,True,True,True
eval_lambd_1.0,Csv,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_5_1.0.csv,dstar_gc,12.0,36,0.3333333333333333,False,False,False
eval_lambd_1.0,Csv,6,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_6_1.0.csv,dstar_gc,2.0,73,0.0273972602739726,False,True,True
eval_lambd_1.0,Csv,7,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_7_1.0.csv,dstar_gc,34.0,95,0.35789473684210527,False,False,False
eval_lambd_1.0,Csv,9,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_9_1.0.csv,dstar_gc,2.0,74,0.02702702702702703,False,True,True
eval_lambd_1.0,Csv,10,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_10_1.0.csv,dstar_gc,20.0,93,0.21505376344086022,False,False,False
eval_lambd_1.0,Csv,11,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_11_1.0.csv,dstar_gc,39.0,98,0.3979591836734694,False,False,False
eval_lambd_1.0,Csv,14,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_14_1.0.csv,dstar_gc,30.0,118,0.2542372881355932,False,False,False
eval_lambd_1.0,Csv,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Csv_15_1.0.csv,dstar_gc,35.0,123,0.2845528455284553,False,False,False
eval_lambd_1.0,Gson,3,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_3_1.0.csv,dstar_gc,1.0,328,0.003048780487804878,True,True,True
eval_lambd_1.0,Gson,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_5_1.0.csv,dstar_gc,1.0,21,0.047619047619047616,True,True,True
eval_lambd_1.0,Gson,6,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_6_1.0.csv,dstar_gc,1.0,95,0.010526315789473684,True,True,True
eval_lambd_1.0,Gson,10,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_10_1.0.csv,dstar_gc,82.0,174,0.47126436781609193,False,False,False
eval_lambd_1.0,Gson,11,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_11_1.0.csv,dstar_gc,3.0,257,0.011673151750972763,False,True,True
eval_lambd_1.0,Gson,12,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_12_1.0.csv,dstar_gc,2.0,31,0.06451612903225806,False,True,True
eval_lambd_1.0,Gson,13,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_13_1.0.csv,dstar_gc,5.0,35,0.14285714285714285,False,False,True
eval_lambd_1.0,Gson,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_15_1.0.csv,dstar_gc,1.0,23,0.043478260869565216,True,True,True
eval_lambd_1.0,Gson,16,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_16_1.0.csv,dstar_gc,74.0,125,0.592,False,False,False
eval_lambd_1.0,Gson,17,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_17_1.0.csv,dstar_gc,13.0,35,0.37142857142857144,False,False,False
eval_lambd_1.0,Gson,18,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Gson_18_1.0.csv,dstar_gc,113.0,267,0.4232209737827715,False,False,False
eval_lambd_1.0,JacksonCore,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_5_1.0.csv,dstar_gc,3.0,9,0.3333333333333333,False,True,True
eval_lambd_1.0,JacksonCore,6,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_6_1.0.csv,dstar_gc,4.0,9,0.4444444444444444,False,False,True
eval_lambd_1.0,JacksonCore,7,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_7_1.0.csv,dstar_gc,30.0,98,0.30612244897959184,False,False,False
eval_lambd_1.0,JacksonCore,11,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_11_1.0.csv,dstar_gc,52.0,160,0.325,False,False,False
eval_lambd_1.0,JacksonCore,14,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_14_1.0.csv,dstar_gc,1.0,11,0.09090909090909091,True,True,True
eval_lambd_1.0,JacksonCore,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_15_1.0.csv,dstar_gc,159.0,181,0.8784530386740331,False,False,False
eval_lambd_1.0,JacksonCore,20,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_20_1.0.csv,dstar_gc,1.0,246,0.0040650406504065045,True,True,True
eval_lambd_1.0,JacksonCore,21,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_21_1.0.csv,dstar_gc,100.5,181,0.5552486187845304,False,False,False
eval_lambd_1.0,JacksonCore,23,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_23_1.0.csv,dstar_gc,89.0,160,0.55625,False,False,False
eval_lambd_1.0,JacksonCore,25,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonCore_25_1.0.csv,dstar_gc,130.0,242,0.5371900826446281,False,False,False
eval_lambd_1.0,JacksonDatabind,1,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_1_1.0.csv,dstar_gc,631.0,652,0.9677914110429447,False,False,False
eval_lambd_1.0,JacksonDatabind,2,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_2_1.0.csv,dstar_gc,757.0,926,0.8174946004319654,False,False,False
eval_lambd_1.0,JacksonDatabind,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_5_1.0.csv,dstar_gc,334.0,346,0.9653179190751445,False,False,False
eval_lambd_1.0,JacksonDatabind,6,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_6_1.0.csv,dstar_gc,412.0,604,0.6821192052980133,False,False,False
eval_lambd_1.0,JacksonDatabind,7,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_7_1.0.csv,dstar_gc,319.5,511,0.6252446183953033,False,False,False
eval_lambd_1.0,JacksonDatabind,9,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_9_1.0.csv,dstar_gc,384.0,705,0.5446808510638298,False,False,False
eval_lambd_1.0,JacksonDatabind,11,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_11_1.0.csv,dstar_gc,340.0,615,0.5528455284552846,False,False,False
eval_lambd_1.0,JacksonDatabind,16,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_16_1.0.csv,dstar_gc,258.0,487,0.5297741273100616,False,False,False
eval_lambd_1.0,JacksonDatabind,17,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_17_1.0.csv,dstar_gc,245.0,365,0.6712328767123288,False,False,False
eval_lambd_1.0,JacksonDatabind,19,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_19_1.0.csv,dstar_gc,299.0,848,0.35259433962264153,False,False,False
eval_lambd_1.0,JacksonDatabind,24,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_24_1.0.csv,dstar_gc,405.0,881,0.45970488081725314,False,False,False
eval_lambd_1.0,JacksonDatabind,28,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonDatabind_28_1.0.csv,dstar_gc,572.0,771,0.74189364461738,False,False,False
eval_lambd_1.0,JacksonXml,1,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonXml_1_1.0.csv,dstar_gc,82.0,84,0.9761904761904762,False,False,False
eval_lambd_1.0,JacksonXml,3,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonXml_3_1.0.csv,dstar_gc,24.0,26,0.9230769230769231,False,False,False
eval_lambd_1.0,JacksonXml,4,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonXml_4_1.0.csv,dstar_gc,74.0,78,0.9487179487179487,False,False,False
eval_lambd_1.0,JacksonXml,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/JacksonXml_5_1.0.csv,dstar_gc,78.0,91,0.8571428571428571,False,False,False
eval_lambd_1.0,Jsoup,1,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_1_1.0.csv,dstar_gc,28.0,163,0.17177914110429449,False,False,False
eval_lambd_1.0,Jsoup,2,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_2_1.0.csv,dstar_gc,116.0,163,0.7116564417177914,False,False,False
eval_lambd_1.0,Jsoup,5,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_5_1.0.csv,dstar_gc,120.0,223,0.5381165919282511,False,False,False
eval_lambd_1.0,Jsoup,10,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_10_1.0.csv,dstar_gc,144.5,185,0.7810810810810811,False,False,False
eval_lambd_1.0,Jsoup,13,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_13_1.0.csv,dstar_gc,301.0,463,0.6501079913606912,False,False,False
eval_lambd_1.0,Jsoup,15,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_15_1.0.csv,dstar_gc,507.0,536,0.9458955223880597,False,False,False
eval_lambd_1.0,Jsoup,20,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_20_1.0.csv,dstar_gc,25.0,253,0.09881422924901186,False,False,False
eval_lambd_1.0,Jsoup,24,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_24_1.0.csv,dstar_gc,135.0,574,0.23519163763066203,False,False,False
eval_lambd_1.0,Jsoup,26,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_26_1.0.csv,dstar_gc,143.0,422,0.33886255924170616,False,False,False
eval_lambd_1.0,Jsoup,29,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_29_1.0.csv,dstar_gc,21.0,403,0.052109181141439205,False,False,False
eval_lambd_1.0,Jsoup,32,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_32_1.0.csv,dstar_gc,12.0,538,0.022304832713754646,False,False,False
eval_lambd_1.0,Jsoup,33,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_33_1.0.csv,dstar_gc,187.0,598,0.31270903010033446,False,False,False
eval_lambd_1.0,Jsoup,34,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_34_1.0.csv,dstar_gc,2.5,598,0.004180602006688963,False,True,True
eval_lambd_1.0,Jsoup,35,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_35_1.0.csv,dstar_gc,196.0,599,0.327212020033389,False,False,False
eval_lambd_1.0,Jsoup,37,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_37_1.0.csv,dstar_gc,9.0,561,0.016042780748663103,False,False,False
eval_lambd_1.0,Jsoup,38,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_38_1.0.csv,dstar_gc,149.0,617,0.24149108589951376,False,False,False
eval_lambd_1.0,Jsoup,39,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_39_1.0.csv,dstar_gc,48.0,327,0.14678899082568808,False,False,False
eval_lambd_1.0,Jsoup,40,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_40_1.0.csv,dstar_gc,1.0,623,0.0016051364365971107,True,True,True
eval_lambd_1.0,Jsoup,41,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_41_1.0.csv,dstar_gc,14.0,597,0.023450586264656615,False,False,False
eval_lambd_1.0,Jsoup,42,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_42_1.0.csv,dstar_gc,2.0,409,0.004889975550122249,False,True,True
eval_lambd_1.0,Jsoup,43,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_43_1.0.csv,dstar_gc,23.0,609,0.03776683087027915,False,False,False
eval_lambd_1.0,Jsoup,44,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_44_1.0.csv,dstar_gc,191.0,648,0.29475308641975306,False,False,False
eval_lambd_1.0,Jsoup,45,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_45_1.0.csv,dstar_gc,41.0,652,0.06288343558282208,False,False,False
eval_lambd_1.0,Jsoup,46,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_46_1.0.csv,dstar_gc,204.0,613,0.33278955954323003,False,False,False
eval_lambd_1.0,Jsoup,47,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_47_1.0.csv,dstar_gc,201.0,360,0.5583333333333333,False,False,False
eval_lambd_1.0,Jsoup,48,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_48_1.0.csv,dstar_gc,1.0,80,0.0125,True,True,True
eval_lambd_1.0,Jsoup,49,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_49_1.0.csv,dstar_gc,49.0,621,0.07890499194847021,False,False,False
eval_lambd_1.0,Jsoup,50,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_50_1.0.csv,dstar_gc,94.0,408,0.23039215686274508,False,False,False
eval_lambd_1.0,Jsoup,51,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_51_1.0.csv,dstar_gc,142.0,664,0.21385542168674698,False,False,False
eval_lambd_1.0,Jsoup,53,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_53_1.0.csv,dstar_gc,143.0,494,0.2894736842105263,False,False,False
eval_lambd_1.0,Jsoup,54,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_54_1.0.csv,dstar_gc,5.0,469,0.010660980810234541,False,False,True
eval_lambd_1.0,Jsoup,55,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_55_1.0.csv,dstar_gc,83.0,373,0.2225201072386059,False,False,False
eval_lambd_1.0,Jsoup,57,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_57_1.0.csv,dstar_gc,1.0,637,0.0015698587127158557,True,True,True
eval_lambd_1.0,Jsoup,61,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_61_1.0.csv,dstar_gc,1.0,557,0.0017953321364452424,True,True,True
eval_lambd_1.0,Jsoup,62,/Users/ashish/master-thesis/Master-Thesis/failure-propagation-and-rca-via-energy-minimization/evals_lambd1/eval_lambd_1.0/Jsoup_62_1.0.csv,dstar_gc,136.0,697,0.1951219512195122,False,False,False
